2021-05-27,13
2021-08-29,21.6
2021-09-05,21.8
2021-09-15,22.4
2021-09-24,23.2
2021-09-27,23.6
2021-10-02,22.9
2021-10-17,24.0
2021-11-02,24.9
2021-11-07,25.5
2021-11-19,25.99
2021-11-28,26.0
2021-12-12,26.8
